question,previewContents
금강송에코리움에서구수곡자연휴앙림가기,경북울진 금강송에코리움에서 구수곡자연휴암림을 갈려고 하는데 금강송 소나무길을 경유해 구수곡자연휴양림으로 갈수 있을까요
코로나 중국 해결,코로나 중국 해결 머가 있나요.. 네이버 뒤져도 안나와요ㅜㅜ 중국이 세계적으로 한일
중학생 딸아이와의 여행,중학생이 된 딸아이가 사춘기티 팍팍 내네요..ㅎㅎ 초등학교 4학년때부터 사춘기가 시작된것 같기는 하지만 그래도 중학생이 되니 환경이 달라서인지...제법 사춘기인 티를 많이 내네요... 그래서...이번에 딸아이와 둘이서만 여행을 다녀오고 싶은데... 어디를 가야할지....통 감이 안 잡히네요... 딸아이한테 가고 싶은곳 있는지 물어보긴 했지만.. 딸아이도 아직은 없는듯 하고... 둘이가서 맛있는것도 먹고...이런 저런 얘기도 나누고 싶고.... 학교에서도 정서 상담이 필요한 것 같다고 해서.... 둘만의 시간을 가지고 싶네요... 7살...
Excited,Excited뒤에 with나in은 안 쓰이나요?
여행지리 수행평가 인데 도와주세욧,여행에 필요한 정보 해외여행전 과 해외여행 후 비교해서 알려주세용 ㅠㅠㅠㅠ
평창 블루캐니언 워터파크  스파 이용 문의,안녕하세요? 부모님 여행 보내드리려고 7/24(금)~7/26(일) 평창 휘닉스 호텔 예약을 했습니다. 그런데 코로나로 호텔에서 사우나 스파 이용이 안 된다고 해서 몇 가지 문의드려요~ 1. 블루캐니언 워터파크 이용하면 웰빙스파 이벤트스파 등 모든 스파를 무료로 이용할 수 있나요? 2. 블루캐니언에서 스파만 이용해도 반드시 수영복 입고 입장해야 하나요? 2. 호텔에 차를 안 가지고 가실 예정인데 호텔 내부나 근처에서 두 분이 즐기실 수 있는 것 있다면 알려주세요~ 블루캐니언 워터파크는 통화가 안 되고 호텔에 질문해도 답변이 시...
테슬라모텔3 출고시 나오는 물품은?,출고할때 7월달기준 같이주는게 뭐뭐있나요 시기마다 다른것같기도하고 모델마다 다른것같기도하고 유트브봐도 그런건 없는듯. 예를들자면 커넥터 차대모 등등 뭘주는지알아야 미리 안주는것중 필요한 것을 주문해놀려고합니디
차이슨as센터,차이슨 as센터 혹시 분당이나 경기도 광주에 있을까요? 아시는분 답변 좀 부탁드립니다
프린트 한색,제가질문을 잘못드렸나바요 네이버웨일 사이트에서 인쇄를 하려면 옛날같이 인쇄그림이 없잔아요 마우스우측클릭해서 인쇄누르면 우측면에 인쇄떠요 그럼그곳에서 인쇄선택중에 흑백과컬러선택하면 선택하는데로 인쇄되는데 그전에는 인쇄하면 자동으로 흑백과컬러가인쇄됐잖아요 그러인까 사이트화면 그대로 인쇄하려는데 그걸 못르겠습니다 그이전네이버에는 인쇄 도구 파일등등 그것이없는데 궁금하고요
팔당댐-남이섬의 환상드라이브가기 위해,다음 주 팔당댐에서 남이섬으로 이어지는 환상 드라이브 코스로 가려고 합니다. w;r\\n 근데 내가 내비게이션도없어서 대교를 타는 것도 익숙하지 않아서요;;r\\n네이버 길안내를 보면서 외우려고 하는데 그렇게자세히 나와 있지 않아서 걱정이에요. ^^;r\\n 내비게이션을 제대로 빌리는 곳도 없었습니다.갈 수 있을 것 같습니다만 우신 초등학교에서 팔당댐까지의 길을 전혀 모릅니다.\\r\\n 신길동에있는 우신초등학교에서 팔당댐에서 남이섬으로 이어지는 코스를 자세히 알려주세요.분 없으세요?\\r\\n우신초등학교에서 팔당댐을 들...
남자 4명 PC방 모텔,남자 4명이서 가려고 하는데 서울이나 성남(분당) 쪽에 PC4대 있는 모텔이나 숙박시설이 있을까요?? 있다면 알려주세요. 컴퓨터 사양 좋은곳으로요!
유로 2004 스페인 맴버,주전 부터 후보까지 누구누구 있었나요...?? 등번호 까지 알려주시면 감사하겠습니다!!
알리페이 중국 유심에 한국 인터넷 전화 되는걸로 사용 가능한가요??,중국 출장을 가게 되어 알리페이를 사용하려고 합니다 LTE 무제한(VPN 우회 없는것) 한국 인터넷 전화(013?) 가능한 유심 제품을 구매하려고 합니다 1. 알리페이를 사용하려면 한국 인터넷 전화번호로 등록하고 사용이 가능한건가요?? 2. 신용카드 체크카드 등록해서 바로 사용 가능 하다고 하는데 카드인증시 한국은 인증을 본인 명의 핸드폰으로 인증해서 사용하는데 알리페이는 인터넷 전화로도 신용 체크카드 등록해서 사용이 가능한건가요?? 아니면 충전을해서 사용해야 하는건가요??
국제선 위탁수화물,미국에서 아시아나 타고 들어오려하는데요. 위탁수화물로 캐리어를 부칠껀데 강아지 고양이 간식 (고기로만든거) 그리고 고양이가 먹는 츄르 부칠수있나요??
일본 예능 볼 수 있는 곳,마담 더 월드라는 일본 예능을 보고싶은데 ( 자막 있는걸로 ) 어디서 볼 수 있을까요? 내공 100이에요 ㅜㅜ
위챗 관련 질문,제가 이전 위챗 아이디가 비활성화 되었는데요. 제 거래처가 이전 위챗 아이디에 있습니다. 남아있는 거라곤 그사람의 결제 대금을 받는 용도의 QR코드 하나 뿐이구요. 찾을 수 있는 방법 없을까요 그사람?
무의도 배안타죠~,실미도 애견동반 펜션또는 민박 무의도 애견동반 펜션또는 민박 있나요?
부산 요트투어 비오는날 해보신분 있으신가요...?,부산 요트투어 비오는날 해보신분 있으신가요...? 비오는날해도 괜찮은가요...?
‘덕(德)이 많고 너그러운 모(母)산’이란 뜻?,경상남도와 전라북도의 경계에 위치한 겨울철 눈꽃여행의 명소. 
누군지 알고싶어용~~,scr-243 라는 영상인데 여러명이 나오고 자고있는 상황에서 시작되는 영상입니다. 이름 아시는분 알려주시면 감사하겠습니다.
제주 렌트카 아고다 렌트카,8월에 제주도 여행을 가는데요 아고다에서 랜트카 사이트 들어가서 빌렸어요. 체크카드 입력해서 결제까지 다 했는데 예약 확정 바우처가 안 오고 자꾸 결제 완료하라는 것만 뜨더라구요.. 제가 결제한 건 28만원 정도예요. 이게 자동차 대여값이에요. 그리고 10만원 정도는 풀패키지? 값에다가 합해서 이렇게 38만원 정도가 청구됐는데 이미 28만원을 결제했느니 풀패키지값 10만원만 따로 결제하려 했더니 잔액부족떠요. 38만원 다 결제하라는 것 같아요. 아고다 고객센터 문의해도 저 사이트측에 문의하라 하고.. 처음에 결제된 게 예...
질문이욧!,그그 뭐냐 중국인가 어디에서 갑자기 어떤 호수에 근처엔 없는 산의 그림자가 생겼다는 얘기 있잖아여 그 얘기 제목이 뭐죠?
혹시 이거 아시는 분 계시나...?,너무 좋아하는 포스타입 글 북맠 해놓은 게 있는데 어느날 들어가보니 글이 삭제 되서...예전에 트위터?에서 그런 글 다시 볼 수 있는 법 보긴 했는데 다시 그거 찾으려니까 도저히 서치가 안되네요 혹시 아시는 분 계신가요ㅠㅜ
하이퍼스케이프,하이퍼스케이프 신작게임을 다운 받았는데 이런 문구만 뜨고 실행이 안됩니다.무슨 뜻이며 어떻게 해결해야하나요?
최태성기출360 언제 나오나요,최태성기출360 언제 나오나요
미성년자 펜션 질문,제가 친구들하고 우정 여행을 갈려고 하는데요. 보호자 동의서만으로 숙박 할 수 있는 펜션 좀 알려주세요. 미성년자 5명만 갑니다.
피플랍슬리퍼비맞아도되나요?,피플랍슬리퍼비맞아도되나요?
사주 좀 봐주세요!,남 2001.08.20 시간:모름 저희 아버지께서 사주로 봐서는 폭력적인 성향이 강하다는데 정말 사주로 보았을 때 폭력적인가요?
베타 키우기,제가 어제 베타를 샀는데 어디 아픈건가요?
안냐세여...12살 남자인데....사,안냐세여...12살 남자인데....사춘기인지..는 모르겠습니다만... 어쨌든 오늘 약간..로맨틱한 이야기(?)그런게 땡기네여.... 실화든 아니든 19금이든 15금이든 아무거나 괜찮으니까아... 아무거나 얘기 해주세여..
PC방 호텔 4인 갈만한데 없을까요,요번에 코로나 때문에 밖에 돌아다니기도 그렇고 친구들도 게임을 자주하는 편이라 4명이서 한방에 들어갈수 있는곳 있으면 알려주세요
숲과 관련된 성어 7개 이상 알려주세요.,숲과 관련된 성어 7개 이상 알려주세요.
제가 합창부에서 배운 노래가 있는데......,제가 합창부에서 배운 노래가 있는 데요ㅠㅠㅠ 제목이 뭔지 기억이잘ㅠㅠㅠㅠㅠ 약간 컨셉은 동물 식물까지도 생명이니까 함부로 대하지 말라는 것 같은 데요... 제목은 바람의 나라 였던것 같은데.. 검색해보니까 다른 노래만 뜨네요ㅠㅠㅠ 좀 찾아주실분?ㅠㅠㅠ 내공300드림ㅠ
F4 재외동포,재외동포(F-4) with US citizenship by naturalization)일 경우 parents가 다 natural cause로 사망하면 family certificate(가족증명서)를 발급받을 수 있는지 알려주십시오.
케이랑 도아랑 깨박 성태가 간 펜션 이름이 뭔가요?,가려고 하는데 이름을..
독일 대기업 순위가 궁금합니다,궁금합니다
사하라 사막 질문,사하라 지형은 어떻게 형성 되었나요? 논술 문제라..
소나무좀과 오리나무좀의 목설(벌레 배설물)의 형태의 차이는 뭔가요??,제목과 같이 천공성 해충인 오리나무좀과 소나무 좀의 목설(벌레 배설물)의 형태의 차이가 궁금해서 질문을 적어봅니다.
동유럽 한국인 취업시장에 대하여 질문,안녕하세요. 장차 동유럽에서 일하고싶은 한국 남자입니다 저는 회계쪽공부를 해온터라 회계팀이나 경리팀으로 취업을 생각하고 있고 회계사 시험 1차까지는 붙어본 경험이 있습니다. 제가 질문드리고 싶은것은 신입사원이 동유럽쪽으로 취직할수 있는 기회가 있을까요? 헝가리 폴란드 체코 쪽에 일자리가 있으면 그쪽으로 알아보려 하는데 한국사람 입장에서 일자리가 제일 많고 접근성이 좋은 곳은 어디일까요? 또 저 세나라 중 한나라의 언어를 선택하여 꾸준히 공부해볼 생각인데 어느나라 언어가 좋을지요. 제 언어실력은 영어...
청평슬레드밸리리조트 정말 너무 심합니다...,청평슬레드밸리리조트 인터넷으로 예약하고 어제 직접 가봤는데요... 청소도 전혀 안되어 있네요. 방에 벌레가 기어다니고 거미줄에 곰팡이 냄새까지... 손님을 받은 리조트라고 하기에는 정말 믿기지가 않는 리조트였습니다.... 그래서 예약취소를 하려고 떠나요닷컴에 문의한 결과... 10% 제외하고 환불처리를 해준답니다. 이런 제기랄..!! 전화해서 따지고 싶었는데 그러기에는 몸이 피곤하고 안좋아서 그냥 10% 버린다고 생각하고 취소했네요. 혹시 이곳에 예약예정이신 분들은 예약하시기전에 꼭 답사 다녀오세요. 진짜 이곳은 아...
애완견 시츄 단두종 항공이용 급질문,시츄를데리고 제주도 가려는데 단두종이라 안된다네요. 무게는 10키로가넘어 수하물은 안된다는데...가능한 항공이 있을까요?
일성설악콘도리조트,일성설악콘도 예약하고 이번주에 갈껀데요 고기구어먹으려면 어떻게하나요 실외에 바페큐장있다던데 블로그후기보니 사먹는거네요 고기사가서 구어먹으려면 숙소안에서 가능한가요 불판은 있는건지 궁금하네 고기랑먹거리 준비해갈꺼거든요 제가갈께아니고 예약만해드리고 연세드신 할아버님12분 객실 두개 예약해서 다녀오실껀데요
강원도 고성 스킨해루질 포인트 추천(내공1500),문어 많은 지형이면 좋구요 많은 추천 부탁드립니다
펜션내 사고 보상,펜션에 놀러가서 복사뼈 골절로 수술을 했어요~ㅠ 휴유증도 심하고 재수술 얘기도 나오고 있는 상태입니다~ 펜션내 바베큐장 돌계단에서 넘어서 골절되었습니다. 보험혜택을 받고싶어 연락드렸더니 객실내 사고만 해당된다고 보험처리가 되지 않는다고 하십니다~ 펜션에서도 이번사고로 보험을 다시 재정비해서 객실이 아닌곳에서도 보상을 받을수 있도록 할꺼라고 하십니다. 개인적인 보험도 제대로 없어 병원비가 부담됩니다~ 펜션에서 위로금 얘기도 하셨지만~ 아직까지 처리된건 없는 상황입니다~ 보상받을수 있는 방법이 있을까요?...
싱가포르 전통악기요ㅠㅠ,싱가포르 전통악기요ㅠㅠ
콘도 리조트,법인 무기명 리조트 관련 문의 드립니다. 계약 분양 비용 및 평수 상관 없이 입실 관리비가 없거나 아주 저렴한 상품이 있을까요? 직원용으로 사용하려 검토 중입니다. 대명콘도 한화콘도 그외... 장소가 많은 리조트가 우선순위 입니다.. 부탁드립니다.
신박한 꿈을 꾸었어요!,제가 오늘 꿈에서 가족들과 여행을 갔는데요. 눈 앞에 뽑기 기계가 있길래 가족들과 한 번 씩 해보았습니다. 그리고는 제가 뽑기 캡슐을 열었는데요. 갑자기 그 안에 있는 내용물의 크기가 급속도로 커지더니 귀여운 고양이 인형이 되었습니다. 하지만 안에 털이 다 빠져있어서 홀쭉하더군요. 그런데 제가 그 인형을 꼭 어린아이마냥 기분이 좋아서 꼭 껴 안으며 굉장히 흐뭇한 미소를 짓고있었습니다. 잠에서 깨어보니 저는 배게를 껴 안고있었어요. 무슨 꿈일까요?
